Previous_Crop,Soil_pH,Soil_Moisture,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Rainfall,Recommended_Next_Crop
Sugarcane,4.53,11.8,108,135,144,38.51,42.45,332.47,Rice
Tomato,4.75,14.46,94,115,111,20.95,68.4,212.54,Cotton
Soybean,6.64,14.19,43,60,68,23.92,76.93,61.68,Wheat
Wheat,6.76,82.63,179,16,151,34.51,86.13,455.39,Soybean
Peanut,7.51,67.7,66,33,48,42.04,94.13,137.98,Sugarcane
Peanut,5.03,64.17,155,19,54,13.07,52.97,112.14,Sugarcane
Wheat,6.55,51.81,66,161,198,40.15,79.24,407.99,Soybean
Rice,5.28,72.56,17,42,150,37.76,25.97,490.61,Maize
Cotton,4.87,22.45,154,9,80,21.04,24.6,330.08,Peanut
Tomato,6.14,41.36,178,93,139,22.43,29.98,312.41,Cotton
Potato,5.15,49.2,59,157,138,11.63,55.89,159.72,Barley
Soybean,5.39,18.83,73,114,114,10.55,36.9,10.21,Wheat
Wheat,5.77,43.56,48,152,74,26.7,42.95,95.9,Soybean
Sugarcane,5.54,35.32,14,126,97,13.34,71.83,292.22,Rice
Soybean,4.85,12.85,72,184,126,16.79,48.68,75.66,Wheat
Cotton,4.86,20.94,195,109,110,39.64,64.59,441.92,Peanut
Sugarcane,5.27,71.12,142,190,100,29.99,52.99,94.07,Rice
Maize,4.7,11.44,178,106,113,32.18,33.52,261.05,Wheat
Peanut,7.01,84.74,47,104,28,16.56,25.92,256.01,Sugarcane
Maize,5.65,16.91,71,70,61,39.0,38.9,301.97,Wheat
Soybean,5.62,73.94,112,174,52,40.38,24.62,163.72,Wheat
Cotton,5.83,81.89,128,83,116,28.32,69.49,436.77,Peanut
Tomato,7.15,85.29,134,2,175,41.94,83.66,222.15,Cotton
Soybean,7.98,79.4,52,45,90,39.57,47.18,350.08,Wheat
Wheat,7.54,33.0,158,163,105,35.6,50.97,317.96,Soybean
Barley,7.41,36.65,17,25,85,35.69,85.3,58.58,Potato
Soybean,6.44,44.12,11,137,127,13.69,37.81,311.32,Wheat
Peanut,7.28,21.14,47,161,193,19.48,29.53,275.35,Sugarcane
Peanut,6.71,11.78,29,7,99,12.34,60.09,449.3,Sugarcane
Soybean,5.37,79.53,96,54,175,10.3,71.7,440.44,Wheat
Sugarcane,5.33,54.33,6,90,93,15.54,67.97,75.48,Rice
Barley,5.69,58.7,91,137,186,40.82,77.11,40.84,Potato
Wheat,8.14,84.16,112,184,198,18.4,24.54,147.3,Soybean
Soybean,6.69,63.21,2,113,184,43.96,54.26,493.31,Wheat
Sugarcane,7.44,65.27,106,78,75,30.91,39.09,10.79,Rice
Peanut,5.89,72.96,62,100,2,18.3,80.73,336.45,Sugarcane
Peanut,6.13,19.31,133,85,80,27.4,89.82,304.26,Sugarcane
Cotton,5.0,38.81,101,44,104,17.67,42.51,323.29,Peanut
Soybean,5.19,87.46,14,49,31,44.44,27.62,109.14,Wheat
Barley,7.81,83.83,198,63,7,39.65,40.27,113.36,Potato
Rice,6.84,80.73,170,94,86,10.92,28.32,215.32,Maize
Barley,5.85,46.17,90,1,29,43.17,45.79,47.93,Potato
Peanut,7.71,78.58,80,172,142,35.24,63.06,37.31,Sugarcane
Peanut,5.49,13.87,145,94,73,12.88,97.89,44.18,Sugarcane
Maize,8.4,21.88,149,61,182,33.47,51.95,286.49,Wheat
Peanut,5.88,43.12,60,141,122,32.64,37.6,198.87,Sugarcane
Wheat,5.85,48.67,119,73,120,17.66,33.34,146.81,Soybean
Potato,5.75,31.08,60,99,37,36.55,33.84,157.91,Barley
Soybean,4.99,38.52,52,110,142,13.05,35.41,103.64,Wheat
Barley,4.94,23.02,25,103,157,27.13,80.98,205.75,Potato
Potato,7.09,49.13,114,14,173,10.35,24.88,101.53,Barley
Sugarcane,8.0,73.51,39,13,191,43.91,99.79,349.02,Rice
Rice,7.66,62.91,87,158,153,36.3,61.81,61.97,Maize
Wheat,5.06,18.62,115,156,114,15.56,63.54,474.12,Soybean
Barley,6.68,49.01,135,26,108,21.96,48.61,44.91,Potato
Potato,4.92,65.81,20,84,77,15.62,75.22,471.73,Barley
Rice,4.68,52.39,42,8,194,36.83,57.72,416.65,Maize
Maize,7.13,41.33,20,19,35,12.06,46.32,340.36,Wheat
Wheat,6.64,59.75,130,185,89,39.41,41.21,456.15,Soybean
Wheat,4.83,87.49,30,78,158,42.98,94.05,69.61,Soybean
Maize,4.64,17.59,154,176,39,33.68,43.28,88.16,Wheat
Soybean,8.46,41.2,26,56,73,17.45,54.91,126.08,Wheat
Maize,4.62,42.53,72,143,45,22.6,48.03,122.41,Wheat
Wheat,6.28,56.16,184,99,106,26.7,26.89,155.42,Soybean
Wheat,6.52,22.17,96,74,169,31.16,34.87,287.82,Soybean
Potato,4.97,24.13,160,135,145,33.4,35.16,14.09,Barley
Peanut,5.18,32.83,89,66,99,29.4,75.49,191.14,Sugarcane
Rice,5.91,86.47,43,18,163,22.3,52.53,123.19,Maize
Maize,7.55,68.73,42,104,177,41.18,82.56,303.31,Wheat
Rice,6.53,62.94,30,194,60,12.85,76.72,492.58,Maize
Maize,7.05,75.36,116,163,167,26.32,35.36,258.83,Wheat
Sugarcane,8.44,20.21,192,187,2,37.14,65.03,212.84,Rice
Wheat,7.57,78.75,75,163,81,12.13,79.43,184.12,Soybean
Peanut,6.24,57.59,144,10,6,34.69,70.64,392.47,Sugarcane
Potato,6.29,36.83,142,50,30,38.69,68.0,35.99,Barley
Peanut,6.98,75.27,33,125,64,33.13,79.17,479.89,Sugarcane
Peanut,7.16,74.21,79,79,94,10.45,24.54,208.96,Sugarcane
Peanut,6.5,77.66,3,182,63,16.3,78.51,156.85,Sugarcane
Rice,7.08,19.24,71,53,76,21.97,41.81,487.03,Maize
Maize,4.59,87.55,97,16,2,18.18,65.75,467.94,Wheat
Tomato,6.22,86.77,109,189,92,43.69,39.38,320.97,Cotton
Sugarcane,5.62,38.6,27,169,34,32.81,87.11,9.25,Rice
Barley,5.02,15.27,129,23,14,20.39,58.44,374.27,Potato
Peanut,4.9,23.36,16,144,20,42.54,71.44,167.78,Sugarcane
Soybean,6.91,89.43,57,47,61,35.92,83.53,194.14,Wheat
Rice,6.59,55.04,126,83,82,19.96,91.63,79.37,Maize
Potato,5.51,38.53,8,197,155,23.26,78.56,261.73,Barley
Barley,6.38,33.06,30,6,3,16.98,31.9,372.28,Potato
Tomato,6.47,30.56,193,141,140,43.99,88.36,136.51,Cotton
Soybean,5.28,63.13,87,10,178,28.11,69.49,469.37,Wheat
Tomato,7.11,43.55,61,11,175,41.36,68.76,97.37,Cotton
Barley,7.62,87.23,18,109,166,22.13,93.71,33.13,Potato
Peanut,7.67,64.71,80,132,66,40.13,39.91,322.18,Sugarcane
Soybean,6.91,73.36,106,132,93,11.89,39.17,424.66,Wheat
Tomato,6.55,33.42,54,127,57,44.37,61.06,476.57,Cotton
Potato,4.74,16.33,155,147,129,41.92,80.07,383.59,Barley
Maize,5.65,49.03,111,53,24,22.71,55.78,99.83,Wheat
Wheat,4.87,35.17,122,54,10,37.12,70.71,488.83,Soybean
Maize,8.36,26.17,177,185,0,36.33,56.2,459.72,Wheat
Barley,5.04,86.21,64,78,47,41.54,68.83,81.58,Potato
Rice,5.11,45.52,123,89,112,20.75,85.78,279.39,Maize
Wheat,8.06,23.98,2,96,175,26.29,34.44,277.76,Soybean
Sugarcane,8.28,25.89,179,126,137,40.27,75.63,221.27,Rice
Potato,7.56,32.46,137,29,80,37.25,82.99,492.14,Barley
Sugarcane,4.52,89.95,20,23,29,23.77,55.77,29.81,Rice
Soybean,4.51,31.44,36,130,162,39.6,45.86,313.6,Wheat
Wheat,6.01,36.3,14,121,113,11.64,21.08,102.65,Soybean
Sugarcane,5.07,62.75,86,99,18,37.37,83.77,263.67,Rice
Sugarcane,4.57,33.52,119,175,109,17.24,46.24,389.87,Rice
Tomato,6.36,27.26,136,70,180,20.01,48.58,123.36,Cotton
Maize,8.27,22.69,43,149,33,27.26,46.88,196.68,Wheat
Tomato,5.8,35.01,38,13,31,25.74,59.9,475.38,Cotton
Wheat,7.14,18.47,132,47,75,28.22,76.2,380.74,Soybean
Wheat,7.11,11.49,24,28,125,29.07,81.75,286.36,Soybean
Barley,5.5,74.37,55,49,133,21.6,51.41,111.0,Potato
Tomato,7.1,21.03,120,137,140,16.13,73.05,212.65,Cotton
Cotton,5.35,72.08,89,198,85,36.9,77.65,387.03,Peanut
Maize,4.99,73.8,63,26,74,24.0,43.75,410.27,Wheat
Wheat,7.31,53.03,199,78,191,27.7,27.73,122.3,Soybean
Barley,4.95,34.77,179,95,134,32.56,91.57,331.03,Potato
Tomato,8.49,21.6,88,155,44,41.84,74.17,47.5,Cotton
Maize,5.23,68.94,111,136,172,34.76,71.85,11.61,Wheat
Tomato,6.88,58.11,75,70,64,11.59,24.71,274.34,Cotton
Sugarcane,6.15,62.44,136,79,93,39.35,85.43,112.19,Rice
Barley,5.01,10.69,137,153,18,44.63,65.28,39.46,Potato
Maize,4.61,84.2,9,80,118,26.54,87.83,364.91,Wheat
Peanut,6.99,15.3,61,86,46,43.94,97.96,248.99,Sugarcane
Soybean,7.73,39.34,89,7,45,29.16,96.57,398.14,Wheat
Soybean,7.87,42.22,59,1,28,26.09,88.49,331.97,Wheat
Maize,6.43,10.11,146,184,99,21.6,20.88,364.9,Wheat
Tomato,7.61,49.77,106,179,188,33.01,90.86,153.68,Cotton
Barley,7.19,70.22,37,185,64,18.04,26.0,131.64,Potato
Soybean,7.4,75.86,133,122,150,13.67,88.1,300.44,Wheat
Barley,6.47,80.35,142,120,127,10.95,42.41,100.04,Potato
Soybean,7.03,49.02,46,95,50,20.23,68.81,407.71,Wheat
Sugarcane,7.72,60.45,172,92,190,23.85,23.05,261.46,Rice
Tomato,6.09,16.36,132,2,21,29.32,81.69,113.49,Cotton
Sugarcane,7.72,49.04,77,135,109,20.25,28.94,312.58,Rice
Soybean,6.87,22.39,52,186,70,44.44,52.86,472.52,Wheat
Peanut,5.16,39.57,193,1,32,20.21,85.4,41.05,Sugarcane
Peanut,4.6,36.34,61,189,126,25.43,75.63,54.67,Sugarcane
Sugarcane,5.95,43.88,22,114,108,13.61,20.48,421.92,Rice
Peanut,6.69,55.73,43,48,99,19.12,52.24,54.8,Sugarcane
Soybean,7.86,82.23,51,100,43,11.69,23.35,19.69,Wheat
Maize,5.01,41.56,45,147,6,29.58,73.88,173.97,Wheat
Sugarcane,7.7,88.49,146,28,127,36.29,97.52,233.35,Rice
Rice,7.95,70.72,83,144,90,16.85,72.42,284.72,Maize
Tomato,5.1,50.92,46,73,129,22.88,37.95,253.65,Cotton
Peanut,7.91,61.52,90,104,16,10.58,48.42,456.59,Sugarcane
Peanut,8.47,18.18,51,149,64,39.38,98.13,384.33,Sugarcane
Wheat,7.41,77.56,23,5,185,37.3,37.92,491.91,Soybean
Cotton,7.64,56.59,144,61,109,12.21,64.92,238.23,Peanut
Sugarcane,8.48,88.89,88,30,29,22.77,52.04,42.16,Rice
Potato,6.92,60.91,173,189,91,43.44,81.47,477.77,Barley
Peanut,5.73,76.73,63,118,153,23.72,89.39,2.06,Sugarcane
Tomato,7.85,73.98,118,11,162,28.42,47.27,388.05,Cotton
Rice,6.96,37.64,155,11,190,22.43,72.83,15.64,Maize
Peanut,6.82,30.77,177,190,74,30.86,63.92,380.61,Sugarcane
Rice,5.51,44.44,63,143,198,44.24,42.28,468.97,Maize
Soybean,7.53,47.38,155,24,155,44.91,41.76,194.63,Wheat
Soybean,4.83,29.21,85,149,152,37.12,63.09,120.48,Wheat
Cotton,8.2,81.57,55,90,188,24.15,32.32,113.14,Peanut
Maize,5.8,53.4,58,87,104,27.31,84.86,245.86,Wheat
Potato,5.01,88.28,132,75,30,22.49,25.52,85.44,Barley
Wheat,6.27,74.8,181,17,181,44.5,27.57,336.46,Soybean
Cotton,4.67,54.46,171,44,194,34.77,47.38,184.18,Peanut
Barley,7.24,85.76,169,110,96,25.71,29.45,161.55,Potato
Wheat,8.11,50.39,199,79,50,10.42,58.06,230.64,Soybean
Sugarcane,7.85,80.97,124,67,57,28.22,51.97,271.29,Rice
Tomato,5.01,38.65,184,139,33,44.44,77.74,70.97,Cotton
Barley,5.01,40.29,46,176,186,28.31,96.24,353.88,Potato
Barley,7.75,43.45,120,160,20,16.38,80.28,441.47,Potato
Cotton,8.2,53.73,152,190,183,10.77,34.36,138.99,Peanut
Maize,6.34,54.28,101,17,36,22.41,94.84,90.2,Wheat
Cotton,6.5,49.71,43,53,63,42.14,51.37,380.25,Peanut
Sugarcane,5.77,34.48,14,111,146,44.88,57.94,91.77,Rice
Peanut,8.08,84.18,104,96,123,43.09,53.73,20.63,Sugarcane
Peanut,7.08,57.09,50,26,100,35.53,42.44,309.62,Sugarcane
Maize,5.65,42.62,52,77,118,29.53,91.6,119.88,Wheat
Sugarcane,5.7,62.09,33,152,84,30.67,46.58,85.91,Rice
Maize,8.06,71.44,123,161,77,28.86,66.29,490.8,Wheat
Rice,4.55,86.86,76,87,180,34.75,39.2,145.93,Maize
Peanut,5.79,49.96,135,187,198,24.66,83.79,451.72,Sugarcane
Barley,6.72,18.97,122,53,190,33.42,81.94,89.11,Potato
Potato,5.09,45.26,69,86,103,14.26,43.7,409.49,Barley
Tomato,4.87,48.32,20,4,189,19.3,74.52,251.01,Cotton
Sugarcane,7.76,81.76,107,122,71,39.26,76.31,39.3,Rice
Wheat,8.08,41.58,107,163,102,41.63,65.0,366.8,Soybean
Maize,7.79,86.27,134,53,76,28.87,68.05,446.04,Wheat
Tomato,8.1,48.81,89,163,109,11.11,65.96,81.51,Cotton
Wheat,6.71,87.9,78,196,18,42.44,26.55,362.8,Soybean
Tomato,7.75,10.66,183,38,129,34.57,73.62,222.53,Cotton
Potato,6.04,81.91,176,197,133,24.49,57.58,376.94,Barley
Wheat,7.17,84.49,41,108,156,30.94,55.08,356.96,Soybean
Cotton,8.46,86.88,150,131,168,25.04,88.8,13.3,Peanut
Soybean,5.4,11.05,51,73,178,26.29,21.86,89.36,Wheat
Cotton,6.06,23.74,101,64,132,41.04,40.11,235.51,Peanut
Peanut,6.42,62.3,104,167,168,15.64,29.71,466.8,Sugarcane
Soybean,5.05,12.04,78,36,61,13.63,22.83,171.04,Wheat
Cotton,4.82,15.09,111,66,157,10.1,42.05,314.44,Peanut
Soybean,7.82,27.69,180,110,102,20.99,99.08,6.04,Wheat
Soybean,8.41,51.0,103,158,189,15.16,41.62,355.56,Wheat
Barley,6.12,53.67,15,124,99,17.7,73.1,301.53,Potato
Maize,4.85,12.74,95,86,154,10.39,29.46,357.7,Wheat
Maize,4.76,23.63,36,46,177,17.95,68.15,452.33,Wheat
Barley,8.07,49.98,145,154,51,21.64,98.76,73.25,Potato
Tomato,6.36,57.52,147,178,48,11.1,43.35,130.79,Cotton
Rice,5.78,21.87,45,147,189,31.28,87.85,497.89,Maize
Tomato,6.41,41.91,1,12,99,29.91,99.81,78.14,Cotton
Wheat,5.77,82.35,118,190,187,13.4,67.08,360.31,Soybean
Wheat,6.46,89.91,86,43,125,30.83,44.75,362.54,Soybean
Soybean,7.94,88.98,93,151,117,44.95,73.88,341.5,Wheat
Cotton,6.87,80.53,190,124,53,43.06,87.59,113.72,Peanut
Cotton,7.28,41.57,2,118,118,10.09,33.71,107.57,Peanut
Maize,5.96,64.93,173,130,132,37.84,56.2,333.17,Wheat
Sugarcane,7.45,43.33,110,125,136,22.38,45.54,93.13,Rice
Tomato,7.17,61.88,176,137,161,12.23,42.67,330.78,Cotton
Peanut,4.98,34.75,0,192,97,20.36,88.87,246.26,Sugarcane
Potato,6.79,58.5,104,48,35,21.26,53.73,193.31,Barley
Cotton,5.53,51.9,21,123,147,28.31,47.13,150.12,Peanut
Potato,7.72,11.96,141,185,80,33.14,68.28,473.79,Barley
Soybean,6.2,73.26,172,77,84,36.22,37.55,254.05,Wheat
Potato,8.48,10.95,133,129,82,18.61,38.39,280.63,Barley
Peanut,4.87,33.45,64,193,62,21.26,61.62,474.63,Sugarcane
Barley,7.62,10.47,20,102,66,20.79,52.74,326.94,Potato
Peanut,7.19,40.1,3,104,157,22.7,43.6,478.93,Sugarcane
Potato,7.57,15.05,130,119,196,44.99,24.32,53.18,Barley
Peanut,5.73,83.08,112,30,197,37.23,61.66,423.32,Sugarcane
Rice,6.47,43.25,29,67,2,44.12,85.33,167.71,Maize
Soybean,7.69,46.76,30,36,176,34.26,88.11,405.24,Wheat
Tomato,5.43,37.99,161,23,41,24.22,38.84,427.82,Cotton
Barley,5.4,60.2,19,43,23,23.64,67.97,135.74,Potato
Cotton,6.7,72.75,53,82,43,27.1,88.47,204.42,Peanut
Wheat,6.59,61.85,125,40,128,24.59,52.7,363.01,Soybean
Tomato,5.63,69.86,152,178,114,38.99,94.57,49.53,Cotton
Wheat,5.69,82.48,14,41,181,26.28,92.24,377.77,Soybean
Soybean,5.61,79.08,165,107,179,20.35,36.65,55.24,Wheat
Barley,7.59,63.92,150,39,35,37.12,40.72,457.23,Potato
Maize,7.11,27.17,179,47,37,39.9,34.44,138.17,Wheat
Cotton,7.83,61.02,193,112,171,24.72,35.68,287.8,Peanut
Rice,8.4,50.49,184,83,81,33.37,92.63,58.58,Maize
Maize,6.4,67.38,56,3,174,12.06,94.49,134.75,Wheat
Soybean,4.77,76.63,78,107,28,28.53,24.15,201.98,Wheat
Tomato,4.69,69.42,179,59,178,11.57,67.49,243.52,Cotton
Rice,5.68,77.72,162,113,40,11.02,65.14,0.03,Maize
Peanut,8.23,15.11,13,166,191,31.45,51.24,444.33,Sugarcane
Potato,6.59,12.53,90,4,87,20.62,70.54,3.84,Barley
Rice,5.59,30.68,13,105,47,35.99,95.79,386.84,Maize
Soybean,6.1,82.05,98,5,113,41.36,33.62,235.29,Wheat
Sugarcane,6.89,75.89,32,13,21,14.88,29.63,261.94,Rice
Potato,7.11,64.62,179,197,98,35.36,22.67,104.13,Barley
Wheat,5.12,66.06,0,125,16,28.01,49.11,303.68,Soybean
Cotton,8.41,68.13,33,139,85,13.92,47.01,268.62,Peanut
Wheat,6.68,85.41,18,61,132,32.81,54.47,82.12,Soybean
Rice,5.04,76.58,151,26,60,31.33,60.26,119.06,Maize
Wheat,8.07,59.87,3,53,88,28.05,80.63,33.45,Soybean
Soybean,4.8,63.26,163,89,133,42.43,51.37,33.14,Wheat
Peanut,8.13,27.1,76,11,180,28.24,46.45,6.89,Sugarcane
Tomato,8.49,62.59,57,135,80,44.67,86.15,110.24,Cotton
Cotton,7.3,43.97,159,73,94,27.82,87.98,339.83,Peanut
Wheat,7.58,22.24,136,143,144,14.05,38.62,158.11,Soybean
Wheat,5.85,74.51,102,179,58,26.47,45.17,171.37,Soybean
Rice,8.27,50.82,66,25,166,16.38,86.01,65.95,Maize
Tomato,6.62,88.19,115,135,53,30.9,26.35,287.74,Cotton
Maize,7.43,32.53,147,44,125,34.26,46.07,171.07,Wheat
Wheat,8.2,48.45,119,83,175,26.4,55.87,338.16,Soybean
Soybean,8.4,45.84,189,146,164,13.42,34.97,370.73,Wheat
Sugarcane,7.83,19.66,185,144,47,26.4,34.39,292.35,Rice
Cotton,5.71,44.09,21,102,67,12.85,53.99,138.03,Peanut
Wheat,8.37,33.0,111,123,106,33.87,80.36,254.3,Soybean
Soybean,7.01,22.83,194,192,77,37.66,87.22,125.97,Wheat
Soybean,8.22,32.57,74,122,76,43.68,98.34,451.46,Wheat
Cotton,7.2,28.66,175,115,26,15.21,25.92,383.19,Peanut
Maize,5.73,68.73,135,156,87,28.63,37.33,246.5,Wheat
Soybean,5.98,12.46,142,13,154,29.86,80.53,482.73,Wheat
Sugarcane,6.7,59.4,31,16,71,42.29,63.25,273.38,Rice
Soybean,7.66,70.85,180,12,190,31.95,46.21,164.27,Wheat
Soybean,5.77,48.46,66,92,179,15.09,36.45,47.73,Wheat
Soybean,6.82,84.53,3,62,46,25.27,42.44,271.87,Wheat
Peanut,5.88,66.63,29,32,102,32.92,54.34,430.21,Sugarcane
Peanut,7.76,69.83,12,28,20,34.51,34.17,433.36,Sugarcane
Maize,6.37,25.75,20,36,114,40.21,97.14,302.28,Wheat
Wheat,4.81,72.18,40,102,56,16.32,28.61,196.72,Soybean
Soybean,5.16,76.57,120,173,104,43.3,98.85,325.15,Wheat
Tomato,4.74,38.9,18,23,94,12.07,87.35,381.07,Cotton
Wheat,6.5,27.07,47,141,169,44.43,53.85,205.81,Soybean
Maize,4.93,40.8,85,132,109,40.02,79.19,238.13,Wheat
Barley,4.96,69.17,62,124,175,33.11,73.72,340.31,Potato
Wheat,8.26,43.41,147,52,26,35.72,37.06,438.33,Soybean
Wheat,7.99,68.93,191,87,127,12.54,47.13,395.51,Soybean
Potato,6.31,19.09,36,97,199,11.45,61.05,11.2,Barley
Rice,8.44,74.48,30,113,160,13.56,71.03,62.19,Maize
Potato,4.5,30.26,73,94,75,13.06,63.43,426.39,Barley
Sugarcane,6.96,29.91,145,157,34,29.16,57.84,416.91,Rice
Peanut,6.97,57.23,106,187,97,17.54,55.45,194.4,Sugarcane
Peanut,6.33,15.61,102,119,143,40.11,59.86,292.14,Sugarcane
Rice,6.09,12.1,109,72,35,25.6,54.75,452.92,Maize
Cotton,6.32,30.88,19,155,65,34.34,63.31,455.78,Peanut
Cotton,6.16,53.05,138,105,55,32.85,91.04,391.55,Peanut
Maize,7.42,82.61,85,25,144,21.19,70.63,104.79,Wheat
Rice,5.04,77.71,43,17,147,18.51,77.81,365.14,Maize
Wheat,5.29,49.24,81,163,93,21.99,67.8,50.55,Soybean
Cotton,5.22,12.96,63,135,105,37.88,71.44,446.97,Peanut
Soybean,5.55,52.82,121,145,83,30.52,66.27,74.57,Wheat
Tomato,6.6,66.38,161,57,135,18.87,22.15,331.17,Cotton
Wheat,4.94,37.13,86,159,145,38.62,99.97,305.12,Soybean
Sugarcane,7.97,18.89,64,92,17,11.92,22.69,388.45,Rice
Soybean,5.69,32.29,54,48,145,34.47,51.61,275.79,Wheat
Soybean,5.15,71.73,73,175,124,25.37,28.41,29.78,Wheat
Rice,7.2,38.1,116,70,1,35.6,27.75,352.92,Maize
Maize,4.65,74.96,128,64,75,42.46,83.48,191.58,Wheat
Sugarcane,6.98,35.56,165,32,199,36.25,54.07,160.14,Rice
Cotton,7.29,23.08,136,49,178,25.47,84.09,495.84,Peanut
Rice,5.36,44.87,94,3,137,15.28,41.82,295.2,Maize
Cotton,4.67,46.18,198,118,141,38.22,40.52,355.36,Peanut
Rice,5.95,11.29,144,83,25,26.12,40.1,263.16,Maize
Rice,4.89,19.36,98,116,46,12.64,69.29,384.99,Maize
Rice,4.97,24.79,111,163,29,35.17,85.2,376.04,Maize
Maize,5.52,19.09,51,101,55,20.21,56.18,328.57,Wheat
Rice,5.68,37.32,145,155,118,11.71,50.34,498.87,Maize
Barley,6.62,87.17,190,130,169,41.6,97.89,229.9,Potato
Tomato,7.21,50.74,32,5,131,26.91,29.34,353.1,Cotton
Cotton,6.87,60.2,3,172,138,19.83,58.93,398.89,Peanut
Wheat,5.09,38.51,86,22,151,35.07,52.68,188.02,Soybean
Potato,5.19,35.88,74,134,194,41.01,27.85,228.59,Barley
Sugarcane,8.02,11.85,179,119,164,10.01,41.46,484.58,Rice
Peanut,6.73,50.03,8,60,129,34.07,22.28,16.15,Sugarcane
Maize,7.98,48.69,63,99,139,36.85,90.16,167.65,Wheat
Wheat,5.99,22.63,29,64,20,17.35,68.63,243.11,Soybean
Soybean,6.96,71.15,135,133,196,27.14,85.2,0.73,Wheat
Barley,6.59,49.41,132,23,198,13.13,61.72,449.56,Potato
Peanut,5.78,37.12,75,36,191,36.14,67.96,143.12,Sugarcane
Potato,6.38,21.75,190,44,67,39.66,76.07,128.85,Barley
Wheat,6.51,54.17,128,178,125,13.79,92.64,410.16,Soybean
Peanut,5.3,70.23,14,99,42,38.58,27.34,138.99,Sugarcane
Wheat,5.76,32.56,88,101,181,37.0,46.48,328.81,Soybean
Barley,7.67,27.5,165,172,99,22.14,76.72,410.75,Potato
Potato,8.16,51.75,169,62,122,34.16,96.67,396.24,Barley
Soybean,5.94,22.43,127,28,189,10.0,98.46,390.98,Wheat
Rice,5.73,63.33,173,100,92,42.61,71.05,44.32,Maize
Cotton,5.28,58.43,180,108,139,29.26,35.49,39.92,Peanut
Soybean,7.21,16.97,25,95,128,31.71,29.54,153.39,Wheat
Rice,5.79,12.92,60,152,199,33.26,95.68,17.97,Maize
Maize,8.45,59.62,122,9,160,29.65,54.71,250.21,Wheat
Tomato,5.8,33.54,66,34,191,39.99,35.59,197.39,Cotton
Sugarcane,6.08,16.92,181,54,115,31.34,94.71,278.51,Rice
Sugarcane,6.91,70.75,149,152,114,41.77,28.36,149.39,Rice
Cotton,7.71,35.12,25,172,195,30.38,78.37,242.88,Peanut
Potato,6.38,46.77,82,95,141,15.99,70.02,167.37,Barley
Barley,6.19,28.95,107,122,118,41.97,27.02,97.6,Potato
Potato,8.48,60.19,110,11,92,33.86,47.1,324.68,Barley
Barley,4.54,34.12,59,3,141,34.47,31.99,336.72,Potato
Potato,8.08,87.44,38,105,8,44.49,68.36,414.62,Barley
Tomato,5.1,66.24,122,89,72,12.63,58.17,437.38,Cotton
Maize,7.64,20.94,35,66,25,25.0,20.34,352.23,Wheat
Maize,6.97,43.34,20,144,176,18.37,98.06,343.75,Wheat
Rice,5.87,40.83,168,64,105,32.06,47.97,28.34,Maize
Peanut,8.0,52.74,117,81,144,38.24,40.66,54.89,Sugarcane
Maize,4.55,77.35,47,104,67,43.82,37.8,406.28,Wheat
Maize,5.41,56.67,25,180,187,25.91,32.71,116.48,Wheat
Soybean,6.77,14.92,190,83,109,37.52,99.93,177.78,Wheat
Soybean,5.91,62.43,35,184,130,42.1,43.61,72.65,Wheat
Rice,6.94,10.66,151,104,24,33.92,52.44,97.58,Maize
Peanut,4.6,72.4,127,114,20,18.5,89.71,387.71,Sugarcane
Cotton,4.97,63.33,148,27,139,31.27,71.35,130.93,Peanut
Soybean,5.01,34.7,145,15,53,43.95,49.5,224.52,Wheat
Cotton,5.26,33.4,14,20,0,44.56,91.87,75.84,Peanut
Wheat,6.34,73.86,78,76,127,32.48,79.98,338.96,Soybean
Soybean,7.51,72.67,133,41,0,41.04,38.23,364.13,Wheat
Tomato,8.12,38.18,170,53,172,17.01,71.5,180.85,Cotton
Peanut,7.84,33.92,158,31,173,18.61,93.79,392.37,Sugarcane
Rice,5.29,54.79,27,113,175,43.35,59.72,119.95,Maize
Wheat,6.26,10.67,135,37,134,14.73,78.69,345.95,Soybean
Peanut,5.3,16.61,156,197,9,16.69,97.69,364.98,Sugarcane
Tomato,5.56,20.09,148,113,142,24.72,75.23,484.33,Cotton
Peanut,6.51,24.83,119,165,39,30.64,28.2,116.16,Sugarcane
Tomato,4.77,50.96,87,181,138,31.13,39.56,46.86,Cotton
Tomato,5.37,89.38,185,187,183,20.22,67.61,131.52,Cotton
Cotton,8.24,62.21,187,109,173,42.22,42.04,61.43,Peanut
Potato,6.36,14.9,177,102,44,42.03,96.6,84.85,Barley
Wheat,6.28,52.05,30,76,86,23.72,52.43,167.06,Soybean
Peanut,4.56,49.73,46,174,140,25.2,56.58,207.0,Sugarcane
Barley,5.49,21.53,33,139,26,34.59,76.13,451.86,Potato
Wheat,7.97,83.62,1,52,49,33.2,61.94,97.81,Soybean
Potato,5.16,45.26,105,160,60,23.38,50.57,485.88,Barley
Wheat,6.16,89.56,194,155,12,24.5,26.13,405.08,Soybean
Maize,4.56,43.61,93,120,139,22.18,67.72,440.74,Wheat
Barley,6.41,58.64,71,2,156,18.24,89.41,464.72,Potato
Potato,4.58,18.38,51,153,84,26.03,74.86,376.62,Barley
